state,county,year,total_population
OH,guernsey,2007,40384
OH,hamilton,2007,855928
OH,hancock,2007,74328
OH,hardin,2007,31770
OH,harrison,2007,15462
OH,henry,2007,28940
OH,highland,2007,42688
OH,hocking,2007,28989
OH,holmes,2007,41327
OH,huron,2007,60031
OH,jackson,2007,33302
OH,jefferson,2007,68550
OH,knox,2007,58967
OH,lake,2007,234492
OH,lawrence,2007,62758
OH,licking,2007,156724
OH,logan,2007,46523
OH,lorain,2007,302972
OH,lucas,2007,466650
OH,madison,2007,41702
OH,mahoning,2007,240767
OH,marion,2007,65504
OH,medina,2007,169894
OH,meigs,2007,22903
OH,mercer,2007,40809
OH,miami,2007,100945
OH,monroe,2007,14228
OH,montgomery,2007,538123
OH,morgan,2007,14518
OH,morrow,2007,34637
OH,muskingum,2007,85190
OH,noble,2007,14308
OH,ottawa,2007,41196
OH,paulding,2007,19189
OH,perry,2007,34952
OH,pickaway,2007,54272
OH,pike,2007,27915
OH,portage,2007,155916
OH,preble,2007,41651
OH,putnam,2007,34560
OH,richland,2007,126039
OH,ross,2007,75927
OH,sandusky,2007,60735
OH,scioto,2007,76419
OH,seneca,2007,56739
OH,shelby,2007,48690
OH,stark,2007,379823
OH,summit,2007,544643
OH,trumbull,2007,213245
OH,tuscarawas,2007,91307
OH,union,2007,47719
OH,van wert,2007,28893
OH,vinton,2007,13362
OH,warren,2007,204045
OH,washington,2007,61448
OH,wayne,2007,113748
OH,williams,2007,38338
OH,wood,2007,125047
OH,wyandot,2007,22488
OK,adair,2007,21938
OK,alfalfa,2007,5571
OK,atoka,2007,14453
OK,beaver,2007,5325
OK,beckham,2007,20787
OK,blaine,2007,12607
OK,bryan,2007,39474
OK,caddo,2007,28479
OK,canadian,2007,103948
OK,carter,2007,47287
OK,cherokee,2007,45065
OK,choctaw,2007,15002
OK,cimarron,2007,2655
OK,cleveland,2007,235906
OK,coal,2007,5654
OK,comanche,2007,114503
OK,cotton,2007,6367
OK,craig,2007,15136
OK,creek,2007,68835
OK,custer,2007,25865
OK,delaware,2007,40511
OK,dewey,2007,4368
OK,ellis,2007,3836
OK,garfield,2007,57434
OK,garvin,2007,27074
OK,grady,2007,50428
OK,grant,2007,4482
OK,greer,2007,5803
OK,harmon,2007,2833
OK,harper,2007,3302
OK,haskell,2007,12102
OK,hughes,2007,13651
OK,jackson,2007,25739
OK,jefferson,2007,6228
OK,johnston,2007,10458
OK,kay,2007,45955
OK,kingfisher,2007,14279
OK,kiowa,2007,9300
OK,latimer,2007,10442
OK,le flore,2007,49625
OK,lincoln,2007,32217
OK,logan,2007,37330
OK,love,2007,9062
OK,mcclain,2007,31892
OK,mccurtain,2007,33472
OK,mcintosh,2007,19659
OK,major,2007,7184
OK,marshall,2007,14871
OK,mayes,2007,39769
OK,murray,2007,12646
OK,muskogee,2007,70686
OK,noble,2007,10964
OK,nowata,2007,10708
OK,okfuskee,2007,11186
OK,oklahoma,2007,699523
OK,okmulgee,2007,39269
OK,osage,2007,45269
OK,ottawa,2007,32234
OK,pawnee,2007,16490
OK,payne,2007,78326
OK,pittsburg,2007,44423
OK,pontotoc,2007,36411
OK,pottawatomie,2007,69170
OK,pushmataha,2007,11624
OK,roger mills,2007,3273
OK,rogers,2007,83188
OK,seminole,2007,24025
OK,sequoyah,2007,40975
OK,stephens,2007,43148
OK,texas,2007,20151
OK,tillman,2007,8108
OK,tulsa,2007,585407
OK,wagoner,2007,67220
OK,washington,2007,49903
OK,washita,2007,11630
OK,woods,2007,8471
OK,woodward,2007,19595
OR,baker,2007,16010
OR,benton,2007,81583
OR,clackamas,2007,375610
OR,clatsop,2007,37088
OR,columbia,2007,48914
OR,coos,2007,63149
OR,crook,2007,22760
OR,curry,2007,21507
OR,deschutes,2007,153405
OR,douglas,2007,103688
OR,gilliam,2007,1655
OR,grant,2007,6868
OR,harney,2007,6770
OR,hood river,2007,21169
OR,jackson,2007,198346
OR,jefferson,2007,20520
OR,josephine,2007,80693
OR,klamath,2007,66562
OR,lake,2007,7210
OR,lane,2007,344812
OR,lincoln,2007,45945
OR,linn,2007,113094
OR,malheur,2007,30993
OR,marion,2007,310155
OR,morrow,2007,11323
OR,multnomah,2007,697048
OR,polk,2007,74910
OR,sherman,2007,1690
OR,tillamook,2007,25023
OR,umatilla,2007,72850
OR,union,2007,25061
OR,wallowa,2007,6822
OR,wasco,2007,23734
OR,washington,2007,518427
OR,wheeler,2007,1396
OR,yamhill,2007,96167
PA,adams,2007,101241
PA,allegheny,2007,1219922
PA,armstrong,2007,68804
PA,beaver,2007,173015
PA,bedford,2007,49657
PA,berks,2007,402476
PA,blair,2007,125987
PA,bradford,2007,61347
PA,bucks,2007,621334
PA,butler,2007,182488
PA,cambria,2007,145061
PA,cameron,2007,5350
PA,carbon,2007,63163
PA,centre,2007,144089
PA,chester,2007,487567
PA,clarion,2007,39865
PA,clearfield,2007,82895
PA,clinton,2007,37125
PA,columbia,2007,64789
PA,crawford,2007,88990
PA,cumberland,2007,227762
PA,dauphin,2007,256864
PA,delaware,2007,555019
PA,elk,2007,32638
PA,erie,2007,279804
PA,fayette,2007,144033
PA,forest,2007,6926
PA,franklin,2007,142008
PA,fulton,2007,14936
PA,greene,2007,39351
PA,huntingdon,2007,45530
PA,indiana,2007,87439
PA,jefferson,2007,45060
PA,juniata,2007,23080
PA,lackawanna,2007,209339
PA,lancaster,2007,499364
PA,lawrence,2007,90901
PA,lebanon,2007,128197
PA,lehigh,2007,337688
PA,luzerne,2007,311934
PA,lycoming,2007,116838
PA,mckean,2007,43629
PA,mercer,2007,117133
PA,mifflin,2007,46007
PA,monroe,2007,164670
PA,montgomery,2007,775631
PA,montour,2007,17754
PA,northampton,2007,294817
PA,northumberland,2007,91148
PA,perry,2007,45157
PA,philadelphia,2007,1530031
PA,pike,2007,58582
PA,potter,2007,17131
PA,schuylkill,2007,147226
PA,snyder,2007,38380
PA,somerset,2007,77735
PA,sullivan,2007,6245
PA,susquehanna,2007,41068
PA,tioga,2007,40686
PA,union,2007,43589
PA,venango,2007,54789
PA,warren,2007,41003
PA,washington,2007,205748
PA,wayne,2007,51837
PA,westmoreland,2007,363131
PA,wyoming,2007,27939
PA,york,2007,421589
RI,bristol,2007,49979
RI,kent,2007,168658
RI,newport,2007,81305
RI,providence,2007,628280
RI,washington,2007,126787
SC,abbeville,2007,25318
SC,aiken,2007,153098
SC,allendale,2007,10418
SC,anderson,2007,180155
SC,bamberg,2007,15394
SC,barnwell,2007,22977
SC,beaufort,2007,147970
SC,berkeley,2007,163455
SC,calhoun,2007,14778
SC,charleston,2007,344506
SC,cherokee,2007,54151
SC,chester,2007,32645
SC,chesterfield,2007,42901
SC,clarendon,2007,32704
SC,colleton,2007,39146
SC,darlington,2007,66751
SC,dillon,2007,30735
SC,dorchester,2007,124023
SC,edgefield,2007,25417
SC,fairfield,2007,23298
SC,florence,2007,132276
SC,georgetown,2007,60354
SC,greenville,2007,431215
SC,greenwood,2007,68438
SC,hampton,2007,21089
SC,horry,2007,250904
SC,jasper,2007,22211
SC,kershaw,2007,58456
SC,lancaster,2007,73498
SC,laurens,2007,69626
SC,lee,2007,20119
SC,lexington,2007,243973
SC,mccormick,2007,10076
SC,marion,2007,34062
SC,marlboro,2007,28911
SC,newberry,2007,38104
SC,oconee,2007,70687
SC,orangeburg,2007,90615
SC,pickens,2007,116113
SC,richland,2007,360159
SC,saluda,2007,18958
SC,spartanburg,2007,276725
SC,sumter,2007,104223
SC,union,2007,27706
SC,williamsburg,2007,35270
SC,york,2007,210624
SD,aurora,2007,2865
SD,beadle,2007,15760
SD,bennett,2007,3407
SD,bon homme,2007,7013
SD,brookings,2007,29517
