state,county,year,total_population
SC,anderson,2002,169920
SC,bamberg,2002,16266
SC,barnwell,2002,23199
SC,beaufort,2002,128547
SC,berkeley,2002,145904
SC,calhoun,2002,15139
SC,charleston,2002,320050
SC,cherokee,2002,53333
SC,chester,2002,33873
SC,chesterfield,2002,42990
SC,clarendon,2002,32694
SC,colleton,2002,38606
SC,darlington,2002,67697
SC,dillon,2002,30791
SC,dorchester,2002,100589
SC,edgefield,2002,24639
SC,fairfield,2002,23749
SC,florence,2002,127007
SC,georgetown,2002,57686
SC,greenville,2002,391087
SC,greenwood,2002,67055
SC,hampton,2002,21134
SC,horry,2002,206280
SC,jasper,2002,20873
SC,kershaw,2002,53470
SC,lancaster,2002,64857
SC,laurens,2002,69724
SC,lee,2002,20102
SC,lexington,2002,222218
SC,mccormick,2002,10133
SC,marion,2002,34860
SC,marlboro,2002,28470
SC,newberry,2002,36592
SC,oconee,2002,67713
SC,orangeburg,2002,91138
SC,pickens,2002,111596
SC,richland,2002,329835
SC,saluda,2002,19043
SC,spartanburg,2002,259155
SC,sumter,2002,104901
SC,union,2002,29252
SC,williamsburg,2002,36127
SC,york,2002,173729
SD,aurora,2002,2921
SD,beadle,2002,16522
SD,bennett,2002,3501
SD,bon homme,2002,7093
SD,brookings,2002,28539
SD,brown,2002,34904
SD,brule,2002,5144
SD,buffalo,2002,2032
SD,butte,2002,8973
SD,campbell,2002,1704
SD,charles mix,2002,9147
SD,clark,2002,3941
SD,clay,2002,13413
SD,codington,2002,25873
SD,corson,2002,4224
SD,custer,2002,7474
SD,davison,2002,18727
SD,day,2002,6023
SD,deuel,2002,4430
SD,dewey,2002,6030
SD,douglas,2002,3338
SD,edmunds,2002,4212
SD,fall river,2002,7262
SD,faulk,2002,2494
SD,grant,2002,7622
SD,gregory,2002,4482
SD,haakon,2002,2075
SD,hamlin,2002,5543
SD,hand,2002,3548
SD,hanson,2002,3335
SD,harding,2002,1283
SD,hughes,2002,16551
SD,hutchinson,2002,7774
SD,hyde,2002,1552
SD,jackson,2002,2799
SD,jerauld,2002,2199
SD,jones,2002,1124
SD,kingsbury,2002,5579
SD,lake,2002,11108
SD,lawrence,2002,21696
SD,lincoln,2002,27722
SD,lyman,2002,3899
SD,mccook,2002,5787
SD,mcpherson,2002,2769
SD,marshall,2002,4341
SD,meade,2002,24404
SD,mellette,2002,2045
SD,miner,2002,2750
SD,minnehaha,2002,155817
SD,moody,2002,6504
SD,pennington,2002,90831
SD,perkins,2002,3242
SD,potter,2002,2499
SD,roberts,2002,9841
SD,sanborn,2002,2569
SD,shannon,2002,12982
SD,spink,2002,7090
SD,stanley,2002,2699
SD,sully,2002,1482
SD,todd,2002,9369
SD,tripp,2002,6234
SD,turner,2002,8569
SD,union,2002,12815
SD,walworth,2002,5662
SD,yankton,2002,21482
SD,ziebach,2002,2512
TN,anderson,2002,71354
TN,bedford,2002,39185
TN,benton,2002,16479
TN,bledsoe,2002,12457
TN,blount,2002,109512
TN,bradley,2002,89557
TN,campbell,2002,39839
TN,cannon,2002,12961
TN,carroll,2002,29215
TN,carter,2002,56830
TN,cheatham,2002,36940
TN,chester,2002,15857
TN,claiborne,2002,30038
TN,clay,2002,7945
TN,cocke,2002,33982
TN,coffee,2002,49013
TN,crockett,2002,14462
TN,cumberland,2002,48597
TN,davidson,2002,581978
TN,decatur,2002,11604
TN,dekalb,2002,17734
TN,dickson,2002,44344
TN,dyer,2002,37068
TN,fayette,2002,31016
TN,fentress,2002,16818
TN,franklin,2002,39964
TN,gibson,2002,47908
TN,giles,2002,29365
TN,grainger,2002,21077
TN,greene,2002,63426
TN,grundy,2002,14256
TN,hamblen,2002,58395
TN,hamilton,2002,314524
TN,hancock,2002,6748
TN,hardeman,2002,28071
TN,hardin,2002,25811
TN,hawkins,2002,54505
TN,haywood,2002,19547
TN,henderson,2002,25767
TN,henry,2002,31258
TN,hickman,2002,23050
TN,houston,2002,7985
TN,humphreys,2002,17935
TN,jackson,2002,11092
TN,jefferson,2002,45737
TN,johnson,2002,17720
TN,knox,2002,392935
TN,lake,2002,7882
TN,lauderdale,2002,27075
TN,lawrence,2002,40492
TN,lewis,2002,11393
TN,lincoln,2002,31616
TN,loudon,2002,40741
TN,mcminn,2002,50052
TN,mcnairy,2002,24581
TN,macon,2002,20771
TN,madison,2002,93483
TN,marion,2002,27806
TN,marshall,2002,27291
TN,maury,2002,71265
TN,meigs,2002,11249
TN,monroe,2002,40234
TN,montgomery,2002,136811
TN,moore,2002,5911
TN,morgan,2002,19994
TN,obion,2002,32229
TN,overton,2002,20210
TN,perry,2002,7543
TN,pickett,2002,5019
TN,polk,2002,16007
TN,putnam,2002,64205
TN,rhea,2002,28829
TN,roane,2002,52094
TN,robertson,2002,56954
TN,rutherford,2002,196074
TN,scott,2002,21532
TN,sequatchie,2002,11772
TN,sevier,2002,74398
TN,shelby,2002,902605
TN,smith,2002,18096
TN,stewart,2002,12679
TN,sullivan,2002,152605
TN,sumner,2002,136009
TN,tipton,2002,53064
TN,trousdale,2002,7287
TN,unicoi,2002,17612
TN,union,2002,18402
TN,van buren,2002,5491
TN,warren,2002,38691
TN,washington,2002,109294
TN,wayne,2002,16965
TN,weakley,2002,34208
TN,white,2002,23554
TN,williamson,2002,136335
TN,wilson,2002,93035
TX,anderson,2002,54365
TX,andrews,2002,12887
TX,angelina,2002,80263
TX,aransas,2002,23007
TX,archer,2002,8882
TX,armstrong,2002,2071
TX,atascosa,2002,40823
TX,austin,2002,24580
TX,bailey,2002,6448
TX,bandera,2002,18731
TX,bastrop,2002,63774
TX,baylor,2002,3900
TX,bee,2002,31972
TX,bell,2002,248009
TX,bexar,2002,1439835
TX,blanco,2002,8702
TX,borden,2002,681
TX,bosque,2002,17416
TX,bowie,2002,89190
TX,brazoria,2002,255306
TX,brazos,2002,156870
TX,brewster,2002,9097
TX,briscoe,2002,1683
TX,brooks,2002,7675
TX,brown,2002,37813
TX,burleson,2002,16561
TX,burnet,2002,37305
TX,caldwell,2002,34692
TX,calhoun,2002,20381
TX,callahan,2002,12800
TX,cameron,2002,349544
TX,camp,2002,11647
TX,carson,2002,6488
TX,cass,2002,29868
TX,castro,2002,7897
TX,chambers,2002,26967
TX,cherokee,2002,46671
TX,childress,2002,7544
TX,clay,2002,11321
TX,cochran,2002,3487
TX,coke,2002,3757
TX,coleman,2002,8858
TX,collin,2002,568810
TX,collingsworth,2002,3101
TX,colorado,2002,20363
TX,comal,2002,84247
TX,comanche,2002,13498
TX,concho,2002,3818
TX,cooke,2002,37457
TX,coryell,2002,73341
TX,cottle,2002,1738
TX,crane,2002,3867
TX,crockett,2002,3858
TX,crosby,2002,6854
TX,culberson,2002,2812
TX,dallam,2002,6094
TX,dallas,2002,2280415
TX,dawson,2002,14411
TX,deaf smith,2002,18259
TX,delta,2002,5432
TX,denton,2002,489526
TX,dewitt,2002,19977
TX,dickens,2002,2698
TX,dimmit,2002,10055
TX,donley,2002,3849
TX,duval,2002,12760
TX,eastland,2002,18178
TX,ector,2002,121768
TX,edwards,2002,2016
TX,ellis,2002,119498
TX,el paso,2002,688771
TX,erath,2002,33315
TX,falls,2002,17850
TX,fannin,2002,31588
TX,fayette,2002,22274
TX,fisher,2002,4202
TX,floyd,2002,7290
TX,foard,2002,1550
TX,fort bend,2002,396554
TX,franklin,2002,9624
TX,freestone,2002,18314
TX,frio,2002,16294
TX,gaines,2002,14074
TX,galveston,2002,260102
TX,garza,2002,4982
TX,gillespie,2002,21543
TX,glasscock,2002,1332
TX,goliad,2002,7009
TX,gonzales,2002,18850
TX,gray,2002,21762
TX,grayson,2002,113256
TX,gregg,2002,112403
TX,grimes,2002,24634
TX,guadalupe,2002,94132
TX,hale,2002,35460
TX,hall,2002,3712
TX,hamilton,2002,7960
TX,hansford,2002,5195
TX,hardeman,2002,4496
TX,hardin,2002,48863
TX,harris,2002,3557879
TX,harrison,2002,62003
TX,hartley,2002,5095
TX,haskell,2002,5712
TX,hays,2002,111935
TX,hemphill,2002,3300
TX,henderson,2002,75046
TX,hidalgo,2002,607449
TX,hill,2002,33349
TX,hockley,2002,22575
TX,hood,2002,43635
TX,hopkins,2002,32266
TX,houston,2002,22980
TX,howard,2002,32970
TX,hudspeth,2002,3312
TX,hunt,2002,79774
TX,hutchinson,2002,23023
TX,irion,2002,1740
TX,jack,2002,8825
TX,jackson,2002,14229
TX,jasper,2002,35465
TX,jeff davis,2002,2180
TX,jefferson,2002,248274
TX,jim hogg,2002,5152
TX,jim wells,2002,39939
TX,johnson,2002,134816
TX,jones,2002,19977
TX,karnes,2002,15229
TX,kaufman,2002,77743
TX,kendall,2002,25169
TX,kenedy,2002,420
TX,kent,2002,802
TX,kerr,2002,44654
TX,kimble,2002,4498
TX,king,2002,309
TX,kinney,2002,3397
TX,kleberg,2002,31194
TX,knox,2002,3950
TX,lamar,2002,48752
TX,lamb,2002,14525
TX,lampasas,2002,18682
TX,la salle,2002,5828
TX,lavaca,2002,18930
TX,lee,2002,16135
TX,leon,2002,15755
TX,liberty,2002,73264
TX,limestone,2002,22273
TX,lipscomb,2002,2996
TX,live oak,2002,11919
TX,llano,2002,17707
TX,loving,2002,66
TX,lubbock,2002,248910
TX,lynn,2002,6367
TX,mcculloch,2002,7838
TX,mclennan,2002,217272
TX,mcmullen,2002,827
TX,madison,2002,12741
TX,marion,2002,10933
TX,martin,2002,4635
TX,mason,2002,3742
TX,matagorda,2002,37795
TX,maverick,2002,48315
TX,medina,2002,40486
TX,menard,2002,2326
TX,midland,2002,116953
TX,milam,2002,24893
TX,mills,2002,5055
TX,mitchell,2002,9416
TX,montague,2002,19115
TX,montgomery,2002,326872
TX,moore,2002,19947
TX,morris,2002,13102
TX,motley,2002,1331
TX,nacogdoches,2002,59508
TX,navarro,2002,46631
TX,newton,2002,14773
TX,nolan,2002,15048
TX,nueces,2002,312891
TX,ochiltree,2002,9013
TX,oldham,2002,2127
TX,orange,2002,83882
TX,palo pinto,2002,27056
TX,panola,2002,22845
TX,parker,2002,93961
TX,parmer,2002,9825
TX,pecos,2002,16284
TX,polk,2002,44136
TX,potter,2002,115809
TX,presidio,2002,7492
TX,rains,2002,10057
TX,randall,2002,105859
TX,reagan,2002,3116
TX,real,2002,2943
TX,red river,2002,13927
TX,reeves,2002,12415
TX,refugio,2002,7632
TX,roberts,2002,847
TX,robertson,2002,15840
TX,rockwall,2002,50819
TX,runnels,2002,10958
TX,rusk,2002,47406
TX,sabine,2002,10401
TX,san augustine,2002,8874
TX,san jacinto,2002,23154
TX,san patricio,2002,66960
TX,san saba,2002,6049
TX,schleicher,2002,2899
TX,scurry,2002,15864
TX,shackelford,2002,3323
TX,shelby,2002,25458
TX,sherman,2002,3140
TX,smith,2002,180546
TX,somervell,2002,7092
TX,starr,2002,55862
TX,stephens,2002,9354
TX,sterling,2002,1357
TX,stonewall,2002,1473
TX,sutton,2002,4073
TX,swisher,2002,8017
TX,tarrant,2002,1523284
TX,taylor,2002,125341
TX,terrell,2002,1019
TX,terry,2002,12476
TX,throckmorton,2002,1739
TX,titus,2002,28064
TX,tom green,2002,104041
TX,travis,2002,852965
TX,trinity,2002,13963
TX,tyler,2002,20559
TX,upshur,2002,36536
TX,upton,2002,3232
TX,uvalde,2002,26423
TX,val verde,2002,45480
TX,van zandt,2002,49947
TX,victoria,2002,84867
TX,walker,2002,61656
TX,waller,2002,33960
TX,ward,2002,10351
TX,washington,2002,30735
TX,webb,2002,205096
TX,wharton,2002,40937
TX,wheeler,2002,4971
TX,wichita,2002,130128
TX,wilbarger,2002,14273
TX,willacy,2002,19823
TX,williamson,2002,289810
TX,wilson,2002,33974
TX,winkler,2002,6899
TX,wise,2002,52500
TX,wood,2002,37916
TX,yoakum,2002,7177
TX,young,2002,17601
TX,zapata,2002,12636
TX,zavala,2002,11586
UT,beaver,2002,6040
UT,box elder,2002,44522
UT,cache,2002,97277
UT,carbon,2002,19745
UT,daggett,2002,888
UT,davis,2002,249835
UT,duchesne,2002,14796
UT,emery,2002,10553
UT,garfield,2002,4550
UT,grand,2002,8716
UT,iron,2002,35648
UT,juab,2002,8473
UT,kane,2002,5994
UT,millard,2002,12222
UT,morgan,2002,7400
UT,piute,2002,1387
UT,rich,2002,1928
UT,salt lake,2002,924534
UT,san juan,2002,13776
UT,sanpete,2002,23230
UT,sevier,2002,18948
UT,summit,2002,31763
UT,tooele,2002,45577
UT,uintah,2002,26173
UT,utah,2002,397269
UT,wasatch,2002,16735
UT,washington,2002,99432
UT,wayne,2002,2514
UT,weber,2002,204548
VT,addison,2002,36288
VT,bennington,2002,36938
VT,caledonia,2002,29872
VT,chittenden,2002,148795
VT,essex,2002,6525
VT,franklin,2002,46472
VT,grand isle,2002,7244
VT,lamoille,2002,23925
VT,orange,2002,28653
VT,orleans,2002,26561
VT,rutland,2002,63246
VT,washington,2002,58768
VT,windham,2002,43985
VT,windsor,2002,57678
VA,accomack,2002,38593
VA,albemarle,2002,86366
VA,alleghany,2002,16914
VA,amelia,2002,11622
VA,amherst,2002,31756
VA,appomattox,2002,13668
VA,arlington,2002,195469
VA,augusta,2002,66476
VA,bath,2002,4996
VA,bedford,2002,61356
VA,bland,2002,6826
VA,botetourt,2002,31058
VA,brunswick,2002,18256
VA,buchanan,2002,25945
VA,buckingham,2002,15674
VA,campbell,2002,51397
VA,caroline,2002,22496
VA,carroll,2002,29221
VA,charles city,2002,7023
VA,charlotte,2002,12467
VA,chesterfield,2002,269390
VA,clarke,2002,13091
VA,craig,2002,5046
VA,culpeper,2002,36663
VA,cumberland,2002,9045
VA,dickenson,2002,16134
VA,dinwiddie,2002,24650
VA,essex,2002,10093
VA,fairfax,2002,989551
VA,fauquier,2002,59224
VA,floyd,2002,14163
VA,fluvanna,2002,22070
VA,franklin,2002,48268
VA,frederick,2002,62796
VA,giles,2002,16806
VA,gloucester,2002,35656
VA,goochland,2002,17606
VA,grayson,2002,16638
VA,greene,2002,16287
VA,greensville,2002,11524
VA,halifax,2002,36658
VA,hanover,2002,91494
VA,henrico,2002,268224
VA,henry,2002,57103
VA,highland,2002,2445
VA,isle of wight,2002,30644
VA,james city,2002,51326
VA,king and queen,2002,6560
VA,king george,2002,17749
VA,king william,2002,13669
VA,lancaster,2002,11426
VA,lee,2002,24145
VA,loudoun,2002,203122
VA,louisa,2002,27009
VA,lunenburg,2002,13081
VA,madison,2002,12929
VA,mathews,2002,9183
VA,mecklenburg,2002,32282
VA,middlesex,2002,10020
VA,montgomery,2002,85089
VA,nelson,2002,14698
VA,new kent,2002,14194
VA,northampton,2002,12967
VA,northumberland,2002,12593
VA,nottoway,2002,15730
VA,orange,2002,27174
VA,page,2002,23317
VA,patrick,2002,19090
VA,pittsylvania,2002,61356
VA,powhatan,2002,24092
VA,prince edward,2002,20063
VA,prince george,2002,35152
VA,prince william,2002,310048
VA,pulaski,2002,34821
VA,rappahannock,2002,7213
VA,richmond,2002,8921
VA,roanoke,2002,86341
VA,rockbridge,2002,20762
VA,rockingham,2002,69084
VA,russell,2002,28825
VA,scott,2002,22962
VA,shenandoah,2002,36377
VA,smyth,2002,32731
VA,southampton,2002,17291
VA,spotsylvania,2002,101878
VA,stafford,2002,103703
VA,surry,2002,6898
VA,sussex,2002,12037
VA,tazewell,2002,43947
VA,warren,2002,32801
VA,washington,2002,51259
VA,westmoreland,2002,16627
VA,wise,2002,41756
VA,wythe,2002,27633
VA,york,2002,59143
VA,alexandria city,2002,134500
VA,bedford city,2002,6290
VA,bristol city,2002,17101
VA,buena vista city,2002,6280
VA,charlottesville city,2002,41171
VA,chesapeake city,2002,204635
VA,colonial heights city,2002,17099
VA,covington city,2002,6358
VA,danville city,2002,47280
VA,emporia city,2002,5705
VA,fairfax city,2002,22095
VA,falls church city,2002,10596
VA,franklin city,2002,8124
VA,fredericksburg city,2002,20294
VA,galax city,2002,6668
VA,hampton city,2002,145019
VA,harrisonburg city,2002,42159
VA,hopewell city,2002,22468
VA,lexington city,2002,6877
VA,lynchburg city,2002,64992
VA,manassas city,2002,35821
VA,manassas park city,2002,10881
VA,martinsville city,2002,15052
VA,newport news city,2002,185011
VA,norfolk city,2002,240378
VA,norton city,2002,3856
VA,petersburg city,2002,33019
VA,poquoson city,2002,11625
VA,portsmouth city,2002,99569
VA,radford city,2002,15892
VA,richmond city,2002,198480
VA,roanoke city,2002,93354
VA,salem city,2002,24791
VA,staunton city,2002,23884
VA,suffolk city,2002,69296
VA,virginia beach city,2002,430520
VA,waynesboro city,2002,20216
VA,williamsburg city,2002,11631
VA,winchester city,2002,24632
WA,adams,2002,16325
WA,asotin,2002,20511
WA,benton,2002,149718
WA,chelan,2002,66927
WA,clallam,2002,65819
WA,clark,2002,368690
WA,columbia,2002,4016
WA,cowlitz,2002,94313
WA,douglas,2002,33017
WA,ferry,2002,7261
WA,franklin,2002,52831
WA,garfield,2002,2265
WA,grant,2002,77129
WA,grays harbor,2002,68313
WA,island,2002,75603
WA,jefferson,2002,27182
WA,king,2002,1763669
WA,kitsap,2002,235499
WA,kittitas,2002,34777
WA,klickitat,2002,19132
WA,lewis,2002,69349
WA,lincoln,2002,10048
WA,mason,2002,50701
WA,okanogan,2002,38849
WA,pacific,2002,20551
WA,pend oreille,2002,11972
WA,pierce,2002,728555
WA,san juan,2002,14616
WA,skagit,2002,106208
WA,skamania,2002,9879
WA,snohomish,2002,629671
WA,spokane,2002,427045
WA,stevens,2002,40020
WA,thurston,2002,216607
WA,wahkiakum,2002,3792
WA,walla walla,2002,55903
WA,whatcom,2002,174980
WA,whitman,2002,41050
WA,yakima,2002,223394
WV,barbour,2002,15415
WV,berkeley,2002,81087
WV,boone,2002,25522
WV,braxton,2002,14677
WV,brooke,2002,25071
WV,cabell,2002,95549
WV,calhoun,2002,7332
WV,clay,2002,10291
WV,doddridge,2002,7433
WV,fayette,2002,46970
WV,gilmer,2002,6999
WV,grant,2002,11289
WV,greenbrier,2002,34442
WV,hampshire,2002,20807
WV,hancock,2002,31855
WV,hardy,2002,12826
WV,harrison,2002,67809
WV,jackson,2002,28039
WV,jefferson,2002,44692
WV,kanawha,2002,196033
WV,lewis,2002,16927
WV,lincoln,2002,22191
WV,logan,2002,36799
WV,mcdowell,2002,25781
WV,marion,2002,56160
WV,marshall,2002,34827
WV,mason,2002,25928
WV,mercer,2002,61982
WV,mineral,2002,27112
WV,mingo,2002,27462
WV,monongalia,2002,83370
WV,monroe,2002,13312
WV,morgan,2002,15230
WV,nicholas,2002,26134
WV,ohio,2002,46163
WV,pendleton,2002,7959
WV,pleasants,2002,7566
WV,pocahontas,2002,8937
WV,preston,2002,29428
WV,putnam,2002,52086
WV,raleigh,2002,78851
WV,randolph,2002,28303
WV,ritchie,2002,10303
WV,roane,2002,15287
WV,summers,2002,13909
WV,taylor,2002,15985
WV,tucker,2002,7227
WV,tyler,2002,9354
WV,upshur,2002,23328
WV,wayne,2002,42409
WV,webster,2002,9671
WV,wetzel,2002,17183
WV,wirt,2002,5797
WV,wood,2002,87597
WV,wyoming,2002,24715
WI,adams,2002,20345
WI,ashland,2002,16793
WI,barron,2002,45442
WI,bayfield,2002,15063
WI,brown,2002,232059
WI,buffalo,2002,13742
WI,burnett,2002,15990
WI,calumet,2002,42544
WI,chippewa,2002,56083
WI,clark,2002,33566
WI,columbia,2002,53140
WI,crawford,2002,16980
WI,dane,2002,443430
WI,dodge,2002,86641
WI,door,2002,28212
WI,douglas,2002,43630
WI,dunn,2002,40785
WI,eau claire,2002,94778
WI,florence,2002,5102
WI,fond du lac,2002,97821
WI,forest,2002,9878
WI,grant,2002,49197
WI,green,2002,34031
WI,green lake,2002,19128
WI,iowa,2002,23000
WI,iron,2002,6743
WI,jackson,2002,19283
WI,jefferson,2002,76678
WI,juneau,2002,24918
WI,kenosha,2002,153904
WI,kewaunee,2002,20349
WI,la crosse,2002,108368
WI,lafayette,2002,16136
WI,langlade,2002,20721
WI,lincoln,2002,29785
WI,manitowoc,2002,82049
WI,marathon,2002,126299
WI,marinette,2002,43198
WI,marquette,2002,14661
WI,menominee,2002,4627
WI,milwaukee,2002,948363
WI,monroe,2002,41429
WI,oconto,2002,36339
WI,oneida,2002,36811
WI,outagamie,2002,165593
WI,ozaukee,2002,83577
WI,pepin,2002,7319
WI,pierce,2002,37474
WI,polk,2002,42532
WI,portage,2002,67485
WI,price,2002,15388
WI,racine,2002,191469
WI,richland,2002,17829
WI,rock,2002,153509
WI,rusk,2002,15129
WI,st. croix,2002,68121
WI,sauk,2002,55767
WI,sawyer,2002,16462
WI,shawano,2002,40789
WI,sheboygan,2002,112964
WI,taylor,2002,19587
WI,trempealeau,2002,27057
WI,vernon,2002,28208
WI,vilas,2002,21739
WI,walworth,2002,95154
WI,washburn,2002,16374
WI,washington,2002,120537
WI,waukesha,2002,368625
WI,waupaca,2002,52176
WI,waushara,2002,24318
WI,winnebago,2002,158431
WI,wood,2002,75112
WY,albany,2002,32275
WY,big horn,2002,11186
WY,campbell,2002,35869
WY,carbon,2002,15224
WY,converse,2002,12156
WY,crook,2002,5867
WY,fremont,2002,35801
WY,goshen,2002,12218
WY,hot springs,2002,4711
WY,johnson,2002,7354
WY,laramie,2002,83144
WY,lincoln,2002,14644
WY,natrona,2002,67371
WY,niobrara,2002,2247
WY,park,2002,25740
WY,platte,2002,8694
WY,sheridan,2002,26871
WY,sublette,2002,6144
WY,sweetwater,2002,36831
WY,teton,2002,18727
WY,uinta,2002,19567
WY,washakie,2002,7890
WY,weston,2002,6538
AL,autauga,2003,45762
AL,baldwin,2003,151707
AL,barbour,2003,29480
AL,bibb,2003,21037
AL,blount,2003,53726
AL,bullock,2003,11305
AL,butler,2003,20536
AL,calhoun,2003,111378
AL,chambers,2003,35626
AL,cherokee,2003,24159
AL,chilton,2003,40776
AL,choctaw,2003,15168
AL,clarke,2003,27076
AL,clay,2003,14066
AL,cleburne,2003,14378
AL,coffee,2003,44186
AL,colbert,2003,54319
AL,conecuh,2003,13436
AL,coosa,2003,11423
AL,covington,2003,36495
AL,crenshaw,2003,13562
AL,cullman,2003,78110
AL,dale,2003,49052
AL,dallas,2003,44504
AL,dekalb,2003,66009
AL,elmore,2003,70151
AL,escambia,2003,38028
AL,etowah,2003,102698
AL,fayette,2003,18145
AL,franklin,2003,30684
AL,geneva,2003,25481
AL,greene,2003,9697
AL,hale,2003,18013
AL,henry,2003,16370
AL,houston,2003,91147
AL,jackson,2003,53483
AL,jefferson,2003,660486
AL,lamar,2003,15065
AL,lauderdale,2003,86944
AL,lawrence,2003,34393
AL,lee,2003,119631
AL,limestone,2003,67685
AL,lowndes,2003,13316
AL,macon,2003,23470
AL,madison,2003,290763
AL,marengo,2003,21930
AL,marion,2003,29972
AL,marshall,2003,83592
AL,mobile,2003,397707
AL,monroe,2003,23532
AL,montgomery,2003,222486
AL,morgan,2003,112287
AL,perry,2003,11241
AL,pickens,2003,20316
AL,pike,2003,29413
AL,randolph,2003,22268
AL,russell,2003,48684
AL,shelby,2003,68292
AL,st. clair,2003,159608
AL,sumter,2003,13996
AL,talladega,2003,79776
AL,tallapoosa,2003,40693
AL,tuscaloosa,2003,167484
AL,walker,2003,69514
AL,washington,2003,17743
AL,wilcox,2003,12781
AL,winston,2003,24350
AZ,apache,2003,67938
AZ,cochise ,2003,121175
AZ,coconino,2003,121545
AZ,gila,2003,50906
AZ,graham,2003,32785
AZ,greenlee,2003,7381
AZ,la paz,2003,19516
AZ,maricopa,2003,3391391
AZ,mohave,2003,171019
AZ,navajo,2003,103220
AZ,pima,2003,903320
AZ,pinal,2003,208772
AZ,santa cruz,2003,39541
AZ,yavapai,2003,183400
AZ,yuma,2003,169297
AR,arkansas,2003,19883
AR,ashley,2003,23478
AR,baxter,2003,38943
AR,benton,2003,174785
AR,boone,2003,34507
AR,bradley,2003,12395
AR,calhoun,2003,5564
AR,carroll,2003,26279
AR,chicot,2003,13180
AR,clark,2003,23294
AR,clay,2003,16769
AR,cleburne,2003,24606
AR,cleveland,2003,8629
AR,columbia,2003,24815
AR,conway,2003,20338
AR,craighead,2003,84953
AR,crawford,2003,55317
AR,crittenden,2003,50998
AR,cross,2003,19096
AR,dallas,2003,8665
AR,desha,2003,14485
AR,drew,2003,18620
AR,faulkner,2003,93292
AR,franklin,2003,17856
AR,fulton,2003,11596
AR,garland,2003,91196
AR,grant,2003,16743
AR,greene,2003,38304
AR,hempstead,2003,23187
AR,hot spring,2003,30416
AR,howard,2003,14301
AR,independence,2003,34119
AR,izard,2003,13222
AR,jackson,2003,17370
AR,jefferson,2003,82445
AR,johnson,2003,23472
AR,lafayette,2003,8181
AR,lawrence,2003,17418
AR,lee,2003,11685
AR,lincoln,2003,14343
AR,little river,2003,13261
AR,logan,2003,22650
AR,lonoke,2003,56196
AR,madison,2003,14270
AR,marion,2003,16046
AR,miller,2003,41450
AR,mississippi,2003,48412
AR,monroe,2003,9522
AR,montgomery,2003,9068
AR,nevada,2003,9641
AR,newton,2003,8561
AR,ouachita,2003,27318
AR,perry,2003,10296
AR,phillips,2003,24088
AR,pike,2003,11012
AR,poinsett,2003,25203
AR,polk,2003,20079
AR,pope,2003,55438
AR,prairie,2003,9250
AR,pulaski,2003,366375
AR,randolph,2003,17998
AR,st. francis,2003,28453
AR,saline,2003,86715
AR,scott,2003,10950
AR,searcy,2003,7914
AR,sebastian,2003,117157
AR,sevier,2003,15839
AR,sharp,2003,17478
AR,stone,2003,11583
AR,union,2003,44602
AR,van buren,2003,16180
AR,washington,2003,171516
AR,white,2003,69446
AR,woodruff,2003,8285
AR,yell,2003,21294
CA,alameda,2003,1450968
CA,alpine,2003,1172
CA,amador,2003,36860
CA,butte,2003,211584
CA,calaveras,2003,44007
CA,colusa,2003,19579
CA,contra costa,2003,987662
CA,del norte,2003,27722
CA,el dorado,2003,167436
CA,fresno,2003,844194
CA,glenn,2003,27071
CA,humboldt,2003,128219
CA,imperial,2003,147254
CA,inyo,2003,18127
CA,kern,2003,706963
CA,kings,2003,138714
CA,lake,2003,62692
CA,lassen,2003,33695
CA,los angeles,2003,9777324
CA,madera,2003,132017
CA,marin,2003,245030
CA,mariposa,2003,17585
CA,mendocino,2003,87415
CA,merced,2003,228993
CA,modoc,2003,9319
CA,mono,2003,13043
CA,monterey,2003,410419
CA,napa,2003,129800
CA,nevada,2003,95195
CA,orange,2003,2940109
CA,placer,2003,291883
CA,plumas,2003,20929
CA,riverside,2003,1763765
CA,sacramento,2003,1324971
CA,san benito,2003,55376
CA,san bernardino,2003,1847860
CA,san diego,2003,2926814
CA,san francisco,2003,775046
CA,san joaquin,2003,625236
CA,san luis obispo,2003,254240
CA,san mateo,2003,694437
CA,santa barbara,2003,402366
CA,santa clara,2003,1667762
CA,santa cruz,2003,251559
CA,shasta,2003,174417
CA,sierra,2003,3479
CA,siskiyou,2003,44163
CA,solano,2003,408397
CA,sonoma,2003,463715
CA,stanislaus,2003,486512
CA,sutter,2003,84067
CA,tehama,2003,57933
CA,trinity,2003,13336
CA,tulare,2003,386399
CA,tuolumne,2003,56213
CA,ventura,2003,783840
CA,yolo,2003,182762
CA,yuba,2003,63462
CO,adams,2003,378785
CO,alamosa,2003,15125
CO,arapahoe,2003,514406
CO,archuleta,2003,11167
CO,baca,2003,4106
CO,bent,2003,6144
CO,boulder,2003,282126
CO,broomfield,2003,45098
CO,chaffee,2003,16678
CO,cheyenne,2003,1986
CO,clear creek,2003,9335
CO,conejos,2003,8220
CO,costilla,2003,3522
CO,crowley,2003,5627
CO,custer,2003,3794
CO,delta,2003,28988
CO,denver,2003,558351
CO,dolores,2003,1802
CO,douglas,2003,221978
CO,eagle,2003,45312
CO,elbert,2003,21953
CO,el paso,2003,551129
CO,fremont,2003,47108
CO,garfield,2003,47388
CO,gilpin,2003,4867
CO,grand,2003,13017
