Year,Drug/Alcohol Induced Cause Code,Deaths,county,state
2010,D1,12.0,midland , TX
2010,D1,14.0,mclennan , TX
2010,D1,115.0,tarrant , TX
2010,D1,84.0,montgomery , PA
2010,D1,13.0,walworth , WI
2010,D1,12.0,racine , WI
2010,D1,40.0,kanawha , WV
2010,D1,12.0,lincoln , WV
2010,D1,20.0,logan , WV
2010,D1,21.0,mcdowell , WV
2010,D1,28.0,mercer , WV
2010,D1,14.0,mingo , WV
2010,D1,38.0,raleigh , WV
2010,D1,17.0,rock , WI
2010,D1,17.0,wayne , WV
2010,D1,11.0,brown , WI
2010,D1,51.0,dane , WI
2010,D1,11.0,dodge , WI
2010,D1,12.0,fond du lac , WI
2010,D1,27.0,kenosha , WI
2010,D1,10.0,la crosse , WI
2010,D1,136.0,milwaukee , WI
2010,D1,24.0,wyoming , WV
2010,D1,15.0,monroe , PA
2010,D1,45.0,richland , SC
2010,D1,12.0,lycoming , PA
2010,D1,18.0,leveland , NC
2010,D1,11.0,herokee , NC
2010,D1,17.0,atawba , NC
2010,D1,17.0,mercer , PA
2010,D1,20.0,abarrus , NC
2010,D1,19.0,burke , NC
2010,D1,21.0,buncombe , NC
2010,D1,20.0,brunswick , NC
2010,D1,35.0,westchester , NY
2010,D1,169.0,suffolk , NY
2010,D1,10.0,rockland , NY
2010,D1,57.0,richmond , NY
2010,D1,108.0,queens , NY
2010,D1,44.0,orange , NY
2010,D1,33.0,onondaga , NY
2010,D1,13.0,lumbus , NC
2010,D1,10.0,raven , NC
2010,D1,34.0,mberland , NC
2010,D1,15.0,davidson , NC
2010,D1,19.0,rowan , NC
2010,D1,15.0,rockingham , NC
2010,D1,17.0,randolph , NC
2010,D1,16.0,pitt , NC
2010,D1,11.0,onslow , NC
2010,D1,28.0,new hanover , NC
2010,D1,43.0,mecklenburg , NC
2010,D1,29.0,niagara , NY
2010,D1,23.0,johnston , NC
2010,D1,13.0,henderson , NC
2010,D1,13.0,haywood , NC
2010,D1,10.0,harnett , NC
2010,D1,26.0,guilford , NC
2010,D1,46.0,gaston , NC
2010,D1,18.0,forsyth , NC
2010,D1,16.0,durham , NC
2010,D1,18.0,iredell , NC
2010,D1,10.0,rutherford , NC
2010,D1,72.0,new york , NY
2010,D1,46.0,monroe , NY
2010,D1,54.0,ocean , NJ
2010,D1,32.0,morris , NJ
2010,D1,66.0,monmouth , NJ
2010,D1,48.0,middlesex , NJ
2010,D1,34.0,mercer , NJ
2010,D1,32.0,hudson , NJ
2010,D1,46.0,gloucester , NJ
2010,D1,74.0,essex , NJ
2010,D1,10.0,mberland , NJ
2010,D1,85.0,amden , NJ
2010,D1,46.0,burlington , NJ
2010,D1,38.0,bergen , NJ
2010,D1,35.0,atlantic , NJ
2010,D1,10.0,strafford , NH
2010,D1,25.0,rockingham , NH
2010,D1,35.0,passaic , NJ
2010,D1,13.0,somerset , NJ
2010,D1,18.0,sussex , NJ
2010,D1,35.0,union , NJ
2010,D1,152.0,kings , NY
2010,D1,63.0,erie , NY
2010,D1,37.0,dutchess , NY
2010,D1,16.0,broome , NY
2010,D1,100.0,bronx , NY
2010,D1,10.0,albany , NY
2010,D1,18.0,valencia , NM
2010,D1,91.0,nassau , NY
2010,D1,27.0,santa fe , NM
2010,D1,16.0,sandoval , NM
2010,D1,18.0,rio arriba , NM
2010,D1,11.0,lea , NM
2010,D1,16.0,eddy , NM
2010,D1,27.0,dona ana , NM
2010,D1,152.0,bernalillo , NM
2010,D1,14.0,warren , NJ
2010,D1,13.0,san juan , NM
2010,D1,17.0,stanly , NC
2010,D1,10.0,arteret , NC
2010,D1,10.0,union , NC
2010,D1,10.0,adams , PA
2010,D1,17.0,washington , OR
2010,D1,87.0,multnomah , OR
2010,D1,32.0,marion , OR
2010,D1,12.0,linn , OR
2010,D1,29.0,lane , OR
2010,D1,15.0,jackson , OR
2010,D1,213.0,allegheny , PA
2010,D1,17.0,deschutes , OR
2010,D1,20.0,wagoner , OK
2010,D1,124.0,tulsa , OK
2010,D1,11.0,sequoyah , OK
2010,D1,10.0,rogers , OK
2010,D1,121.0,oklahoma , OK
2010,D1,16.0,muskogee , OK
2010,D1,11.0,mayes , OK
2010,D1,32.0,lackamas , OR
2010,D1,16.0,reek , OK
2010,D1,13.0,armstrong , PA
2010,D1,15.0,berks , PA
2010,D1,45.0,luzerne , PA
2010,D1,36.0,lehigh , PA
2010,D1,12.0,lawrence , PA
2010,D1,41.0,lancaster , PA
2010,D1,29.0,lackawanna , PA
2010,D1,13.0,greene , PA
2010,D1,10.0,franklin , PA
2010,D1,24.0,beaver , PA
2010,D1,24.0,fayette , PA
2010,D1,85.0,delaware , PA
2010,D1,18.0,dauphin , PA
2010,D1,16.0,surry , NC
2010,D1,43.0,hester , PA
2010,D1,37.0,ambria , PA
2010,D1,19.0,butler , PA
2010,D1,81.0,bucks , PA
2010,D1,19.0,erie , PA
2010,D1,13.0,manche , OK
2010,D1,17.0,mberland , PA
2010,D1,11.0,arter , OK
2010,D1,12.0,guernsey , OH
2010,D1,28.0,greene , OH
2010,D1,196.0,franklin , OH
2010,D1,15.0,fairfield , OH
2010,D1,18.0,erie , OH
2010,D1,13.0,delaware , OH
2010,D1,164.0,ahoga , OH
2010,D1,50.0,lermont , OH
2010,D1,20.0,lark , OH
2010,D1,16.0,brown , OH
2010,D1,18.0,ashtabula , OH
2010,D1,16.0,wilkes , NC
2010,D1,10.0,wayne , NC
2010,D1,39.0,wake , NC
2010,D1,31.0,leveland , OK
2010,D1,114.0,hamilton , OH
2010,D1,13.0,jefferson , OH
2010,D1,61.0,butler , OH
2010,D1,11.0,lawrence , OH
2010,D1,12.0,anadian , OK
2010,D1,39.0,lake , OH
2010,D1,24.0,warren , OH
2010,D1,10.0,union , OH
2010,D1,45.0,trumbull , OH
2010,D1,39.0,stark , OH
2010,D1,22.0,scioto , OH
2010,D1,16.0,ross , OH
2010,D1,68.0,summit , OH
2010,D1,14.0,portage , OH
2010,D1,114.0,montgomery , OH
2010,D1,14.0,miami , OH
2010,D1,22.0,lorain , OH
2010,D1,50.0,mahoning , OH
2010,D1,11.0,madison , OH
2010,D1,14.0,richland , OH
2010,D1,54.0,lucas , OH
2011,D1,179.0,king , WA
2011,D1,25.0,kitsap , WA
2011,D1,17.0,lewis , WA
2011,D1,98.0,pierce , WA
2011,D1,63.0,spokane , WA
2011,D1,143.0,snohomish , WA
2011,D1,27.0,thurston , WA
2011,D1,14.0,yakima , WA
2011,D1,10.0,grays harbor , WA
2011,D1,19.0,whatcom , WA
2011,D1,15.0,skagit , WA
2011,D1,27.0,wlitz , WA
2011,D1,26.0,norfolk ci, VA
2011,D1,10.0,helan , WA
2011,D1,16.0,benton , WA
2011,D1,26.0,virginia beach ci, VA
2011,D1,14.0,roanoke ci, VA
2011,D1,29.0,richmond ci, VA
2011,D1,12.0,portsmouth ci, VA
2011,D1,12.0,hesapeake ci, VA
2011,D1,13.0,wise , VA
2011,D1,10.0,washington , VA
2011,D1,26.0,berkeley , WV
2011,D1,21.0,tazewell , VA
2011,D1,43.0,lark , WA
2011,D1,23.0,boone , WV
2011,D1,23.0,kenosha , WI
2011,D1,37.0,abell , WV
2011,D1,12.0,spotsylvania , VA
2011,D1,21.0,winnebago , WI
2011,D1,42.0,waukesha , WI
2011,D1,13.0,washington , WI
2011,D1,12.0,walworth , WI
2011,D1,10.0,sauk , WI
2011,D1,23.0,rock , WI
2011,D1,17.0,racine , WI
2011,D1,162.0,milwaukee , WI
2011,D1,67.0,dane , WI
2011,D1,22.0,brown , WI
2011,D1,29.0,wyoming , WV
2011,D1,18.0,wayne , WV
2011,D1,52.0,raleigh , WV
2011,D1,12.0,putnam , WV
2011,D1,13.0,nicholas , WV
2011,D1,14.0,mingo , WV
2011,D1,46.0,mercer , WV
2011,D1,24.0,mcdowell , WV
2011,D1,24.0,logan , WV
2011,D1,14.0,lincoln , WV
2011,D1,64.0,kanawha , WV
2011,D1,20.0,harrison , WV
2011,D1,12.0,greenbrier , WV
2011,D1,18.0,fayette , WV
2011,D1,14.0,brooke , WV
2011,D1,14.0,russell , VA
2011,D1,20.0,franklin , MO
2011,D1,13.0,montgomery , VA
2011,D1,17.0,linn , IA
2011,D1,11.0,wayne , IN
2011,D1,35.0,vanderburgh , IN
2011,D1,18.0,tippecanoe , IN
2011,D1,15.0,scott , IN
2011,D1,33.0,st. joseph , IN
2011,D1,23.0,porter , IN
2011,D1,11.0,montgomery , IN
2011,D1,16.0,monroe , IN
2011,D1,126.0,marion , IN
2011,D1,42.0,madison , IN
2011,D1,21.0,la porte , IN
2011,D1,21.0,lake , IN
2011,D1,16.0,hamilton , IN
2011,D1,14.0,grant , IN
2011,D1,39.0,polk , IA
2011,D1,14.0,floyd , IN
2011,D1,17.0,scott , IA
2011,D1,45.0,sedgwick , KS
2011,D1,45.0,kenton , KY
2011,D1,19.0,johnson , KY
2011,D1,129.0,jefferson , KY
2011,D1,11.0,harlan , KY
2011,D1,38.0,floyd , KY
2011,D1,41.0,fayette , KY
2011,D1,25.0,lay , KY
2011,D1,12.0,lark , KY
2011,D1,31.0,ampbell , KY
2011,D1,12.0,bullitt , KY
2011,D1,12.0,boyd , KY
2011,D1,20.0,boone , KY
2011,D1,11.0,bell , KY
2011,D1,10.0,wyandotte , KS
2011,D1,18.0,shawnee , KS
2011,D1,28.0,johnson , KS
2011,D1,15.0,elkhart , IN
2011,D1,16.0,delaware , IN
2011,D1,29.0,lark , IN
2011,D1,18.0,hampaign , IL
2011,D1,10.0,anyon , ID
2011,D1,12.0,bonneville , ID
2011,D1,32.0,ada , ID
2011,D1,18.0,maui , HI
2011,D1,78.0,honolulu , HI
2011,D1,15.0,whitfield , GA
2011,D1,10.0,walker , GA
2011,D1,13.0,troup , GA
2011,D1,21.0,richmond , GA
2011,D1,19.0,paulding , GA
2011,D1,10.0,newton , GA
2011,D1,21.0,muscogee , GA
2011,D1,15.0,murray , GA
2011,D1,10.0,jackson , GA
2011,D1,450.0,k , IL
2011,D1,11.0,dekalb , IL
2011,D1,73.0,dupage , IL
2011,D1,43.0,kane , IL
2011,D1,25.0,allen , IN
2011,D1,34.0,winnebago , IL
2011,D1,13.0,williamson , IL
2011,D1,68.0,will , IL
2011,D1,16.0,tazewell , IL
2011,D1,21.0,sangamon , IL
2011,D1,32.0,st. clair , IL
2011,D1,23.0,knox , KY
2011,D1,13.0,rock island , IL
2011,D1,49.0,madison , IL
2011,D1,10.0,mclean , IL
2011,D1,27.0,mchenry , IL
2011,D1,24.0,lasalle , IL
2011,D1,72.0,lake , IL
2011,D1,11.0,kendall , IL
2011,D1,11.0,kankakee , IL
2011,D1,30.0,peoria , IL
2011,D1,19.0,laurel , KY
2011,D1,18.0,letcher , KY
2011,D1,13.0,mccracken , KY
2011,D1,21.0,oakland , MI
2011,D1,23.0,muskegon , MI
2011,D1,20.0,monroe , MI
2011,D1,10.0,manistee , MI
2011,D1,149.0,macomb , MI
2011,D1,12.0,livingston , MI
2011,D1,48.0,kent , MI
2011,D1,25.0,kalamazoo , MI
2011,D1,34.0,ingham , MI
2011,D1,13.0,grand traverse , MI
2011,D1,80.0,genesee , MI
2011,D1,13.0,ass , MI
2011,D1,28.0,alhoun , MI
2011,D1,19.0,berrien , MI
2011,D1,104.0,worcester , MA
2011,D1,11.0,ottawa , MI
2011,D1,27.0,st. clair , MI
2011,D1,12.0,shiawassee , MI
2011,D1,10.0,van buren , MI
2011,D1,15.0,butler , MO
2011,D1,19.0,boone , MO
2011,D1,24.0,rankin , MS
2011,D1,30.0,jackson , MS
2011,D1,40.0,harrison , MS
2011,D1,11.0,desoto , MS
2011,D1,16.0,washington , MN
2011,D1,86.0,suffolk , MA
2011,D1,11.0,stearns , MN
2011,D1,49.0,ramsey , MN
2011,D1,11.0,olmsted , MN
2011,D1,94.0,hennepin , MN
2011,D1,29.0,dakota , MN
2011,D1,35.0,anoka , MN
2011,D1,245.0,wayne , MI
2011,D1,18.0,washtenaw , MI
2011,D1,14.0,st. louis , MN
2011,D1,26.0,henry , GA
2011,D1,68.0,plymouth , MA
2011,D1,143.0,middlesex , MA
2011,D1,15.0,rapides parish, LA
2011,D1,40.0,orleans parish, LA
2011,D1,33.0,livingston parish, LA
2011,D1,14.0,lafourche parish, LA
2011,D1,27.0,lafayette parish, LA
2011,D1,80.0,jefferson parish, LA
2011,D1,24.0,east baton rouge parish, LA
2011,D1,26.0,addo parish, LA
2011,D1,11.0,ascension parish, LA
2011,D1,14.0,whitley , KY
2011,D1,16.0,warren , KY
2011,D1,13.0,pulaski , KY
2011,D1,36.0,pike , KY
2011,D1,18.0,perry , KY
2011,D1,18.0,madison , KY
2011,D1,39.0,st. tammany parish, LA
2011,D1,20.0,tangipahoa parish, LA
2011,D1,17.0,terrebonne parish, LA
2011,D1,12.0,androscoggin , ME
2011,D1,54.0,hampden , MA
2011,D1,63.0,essex , MA
2011,D1,86.0,bristol , MA
2011,D1,12.0,berkshire , MA
2011,D1,18.0,barnstable , MA
2011,D1,16.0,baltimore ci, MD
2011,D1,13.0,prince george's , MD
2011,D1,64.0,norfolk , MA
2011,D1,13.0,montgomery , MD
2011,D1,10.0,ecil , MD
2011,D1,22.0,baltimore , MD
2011,D1,13.0,york , ME
2011,D1,12.0,penobscot , ME
2011,D1,13.0,kennebec , ME
2011,D1,19.0,mberland , ME
2011,D1,13.0,aroostook , ME
2011,D1,11.0,harford , MD
2011,D1,23.0,hall , GA
2011,D1,32.0,gwinnett , GA
2011,D1,11.0,gordon , GA
2011,D1,20.0,placer , CA
2011,D1,239.0,orange , CA
2011,D1,12.0,nevada , CA
2011,D1,37.0,monterey , CA
2011,D1,27.0,merced , CA
2011,D1,13.0,mendocino , CA
2011,D1,13.0,marin , CA
2011,D1,20.0,madera , CA
2011,D1,561.0,los angeles , CA
2011,D1,10.0,lassen , CA
2011,D1,28.0,lake , CA
2011,D1,13.0,kings , CA
2011,D1,133.0,kern , CA
2011,D1,21.0,imperial , CA
2011,D1,48.0,humboldt , CA
2011,D1,213.0,riverside , CA
2011,D1,152.0,sacramento , CA
2011,D1,75.0,san bernardino , CA
2011,D1,330.0,san diego , CA
2011,D1,91.0,ventura , CA
2011,D1,10.0,tuolumne , CA
2011,D1,31.0,tulare , CA
2011,D1,10.0,sutter , CA
2011,D1,70.0,stanislaus , CA
2011,D1,39.0,sonoma , CA
2011,D1,31.0,solano , CA
2011,D1,76.0,fresno , CA
2011,D1,12.0,siskiyou , CA
2011,D1,49.0,santa cruz , CA
2011,D1,102.0,santa clara , CA
2011,D1,37.0,santa barbara , CA
2011,D1,53.0,san mateo , CA
2011,D1,33.0,san luis obispo , CA
2011,D1,127.0,san joaquin , CA
2011,D1,168.0,san francisco , CA
2011,D1,46.0,shasta , CA
2011,D1,19.0,yolo , CA
2011,D1,30.0,el dorado , CA
2011,D1,76.0,butte , CA
2011,D1,21.0,tuscaloosa , AL
2011,D1,25.0,shelby , AL
2011,D1,14.0,st. clair , AL
2011,D1,14.0,morgan , AL
2011,D1,43.0,mobile , AL
2011,D1,25.0,madison , AL
2011,D1,12.0,lauderdale , AL
2011,D1,73.0,jefferson , AL
2011,D1,12.0,houston , AL
2011,D1,14.0,etowah , AL
2011,D1,11.0,dekalb , AL
2011,D1,10.0,llman , AL
2011,D1,12.0,alhoun , AL
2011,D1,23.0,baldwin , AL
2011,D1,21.0,prince william , VA
2011,D1,35.0,walker , AL
2011,D1,47.0,anchorage borough, AK
2011,D1,17.0,matanuska-susitna borough, AK
2011,D1,16.0,conino , AZ
2011,D1,139.0,alameda , CA
2011,D1,13.0,washington , AR
2011,D1,15.0,sebastian , AR
2011,D1,10.0,saline , AR
2011,D1,34.0,pulaski , AR
2011,D1,10.0,garland , AR
2011,D1,11.0,faulkner , AR
2011,D1,93.0,ra costa , CA
2011,D1,14.0,rawford , AR
2011,D1,18.0,benton , AR
2011,D1,44.0,yavapai , AZ
2011,D1,33.0,pinal , AZ
2011,D1,156.0,pima , AZ
2011,D1,11.0,navajo , AZ
2011,D1,33.0,mohave , AZ
2011,D1,473.0,maricopa , AZ
2011,D1,10.0,raighead , AR
2011,D1,13.0,ass , MO
2011,D1,74.0,adams , CO
2011,D1,28.0,boulder , CO
2011,D1,18.0,santa rosa , FL
2011,D1,40.0,st. lucie , FL
2011,D1,19.0,st. johns , FL
2011,D1,17.0,putnam , FL
2011,D1,91.0,polk , FL
2011,D1,213.0,pinellas , FL
2011,D1,127.0,pasco , FL
2011,D1,160.0,palm beach , FL
2011,D1,35.0,osceola , FL
2011,D1,125.0,orange , FL
2011,D1,10.0,okeechobee , FL
2011,D1,16.0,okaloosa , FL
2011,D1,13.0,nassau , FL
2011,D1,20.0,monroe , FL
2011,D1,98.0,miami-dade , FL
2011,D1,65.0,sarasota , FL
2011,D1,49.0,seminole , FL
2011,D1,78.0,volusia , FL
2011,D1,17.0,bartow , GA
2011,D1,83.0,fulton , GA
2011,D1,25.0,forsyth , GA
2011,D1,11.0,floyd , GA
2011,D1,10.0,fayette , GA
2011,D1,14.0,douglas , GA
2011,D1,44.0,dekalb , GA
2011,D1,12.0,weta , GA
2011,D1,22.0,martin , FL
2011,D1,65.0,bb , GA
2011,D1,13.0,larke , GA
2011,D1,19.0,herokee , GA
2011,D1,22.0,hatham , GA
2011,D1,10.0,atoosa , GA
2011,D1,22.0,arroll , GA
2011,D1,10.0,amden , GA
2011,D1,17.0,bibb , GA
2011,D1,20.0,layton , GA
2011,D1,55.0,arapahoe , CO
2011,D1,46.0,marion , FL
2011,D1,13.0,leon , FL
2011,D1,13.0,windham , CT
2011,D1,35.0,new london , CT
2011,D1,112.0,new haven , CT
2011,D1,17.0,middlesex , CT
2011,D1,15.0,litchfield , CT
2011,D1,78.0,hartford , CT
2011,D1,61.0,fairfield , CT
2011,D1,31.0,weld , CO
2011,D1,20.0,pueblo , CO
2011,D1,15.0,mesa , CO
2011,D1,43.0,larimer , CO
2011,D1,61.0,jefferson , CO
2011,D1,75.0,el paso , CO
2011,D1,18.0,douglas , CO
2011,D1,136.0,denver , CO
2011,D1,24.0,kent , DE
2011,D1,72.0,new castle , DE
2011,D1,23.0,sussex , DE
2011,D1,64.0,district of columbia, DC
2011,D1,75.0,lee , FL
2011,D1,38.0,lake , FL
2011,D1,25.0,indian river , FL
2011,D1,211.0,hillsborough , FL
2011,D1,17.0,highlands , FL
2011,D1,33.0,hernando , FL
2011,D1,16.0,flagler , FL
2011,D1,63.0,manatee , FL
2011,D1,29.0,escambia , FL
2011,D1,41.0,llier , FL
2011,D1,23.0,lay , FL
2011,D1,29.0,itrus , FL
2011,D1,10.0,harlotte , FL
2011,D1,186.0,broward , FL
2011,D1,107.0,brevard , FL
2011,D1,14.0,alachua , FL
2011,D1,135.0,duval , FL
2011,D1,18.0,lay , MO
2011,D1,20.0,yuma , AZ
2011,D1,54.0,greene , MO
2011,D1,47.0,york , PA
2011,D1,72.0,westmoreland , PA
2011,D1,38.0,washington , PA
2011,D1,13.0,venango , PA
2011,D1,23.0,schuylkill , PA
2011,D1,12.0,pike , PA
2011,D1,408.0,philadelphia , PA
2011,D1,10.0,northumberland , PA
2011,D1,37.0,northampton , PA
2011,D1,91.0,montgomery , PA
2011,D1,18.0,monroe , PA
2011,D1,14.0,mercer , PA
2011,D1,52.0,luzerne , PA
2011,D1,48.0,lehigh , PA
2011,D1,21.0,lawrence , PA
2011,D1,35.0,kent , RI
2011,D1,50.0,lancaster , PA
2011,D1,104.0,providence , RI
2011,D1,22.0,aiken , SC
2011,D1,15.0,anderson , TN
2011,D1,22.0,york , SC
2011,D1,48.0,spartanburg , SC
2011,D1,36.0,richland , SC
2011,D1,26.0,pickens , SC
2011,D1,21.0,oconee , SC
2011,D1,38.0,lexington , SC
2011,D1,11.0,lancaster , SC
2011,D1,25.0,horry , SC
2011,D1,55.0,greenville , SC
2011,D1,10.0,florence , SC
2011,D1,42.0,harleston , SC
2011,D1,16.0,berkeley , SC
2011,D1,13.0,beaufort , SC
2011,D1,32.0,anderson , SC
2011,D1,16.0,washington , RI
2011,D1,41.0,lackawanna , PA
2011,D1,19.0,indiana , PA
2011,D1,10.0,greene , PA
2011,D1,38.0,lane , OR
2011,D1,22.0,jackson , OR
2011,D1,15.0,deschutes , OR
2011,D1,11.0,latsop , OR
2011,D1,34.0,lackamas , OR
2011,D1,11.0,washington , OK
2011,D1,11.0,wagoner , OK
2011,D1,104.0,tulsa , OK
2011,D1,10.0,pottawatomie , OK
2011,D1,14.0,pontotoc , OK
2011,D1,10.0,payne , OK
2011,D1,116.0,oklahoma , OK
2011,D1,15.0,muskogee , OK
2011,D1,14.0,le flore , OK
2011,D1,18.0,reek , OK
2011,D1,17.0,linn , OR
2011,D1,24.0,marion , OR
2011,D1,123.0,multnomah , OR
2011,D1,31.0,washington , OR
2011,D1,40.0,fayette , PA
2011,D1,34.0,erie , PA
2011,D1,108.0,delaware , PA
2011,D1,30.0,dauphin , PA
2011,D1,23.0,mberland , PA
2011,D1,64.0,hester , PA
2011,D1,12.0,arbon , PA
2011,D1,22.0,blount , TN
2011,D1,25.0,ambria , PA
2011,D1,106.0,bucks , PA
2011,D1,22.0,blair , PA
2011,D1,20.0,berks , PA
2011,D1,33.0,beaver , PA
2011,D1,15.0,armstrong , PA
2011,D1,229.0,allegheny , PA
2011,D1,10.0,yamhill , OR
2011,D1,27.0,butler , PA
2011,D1,16.0,bradley , TN
2011,D1,15.0,ampbell , TN
2011,D1,12.0,arter , TN
2011,D1,14.0,taylor , TX
2011,D1,151.0,tarrant , TX
2011,D1,20.0,smith , TX
2011,D1,12.0,potter , TX
2011,D1,10.0,polk , TX
2011,D1,16.0,orange , TX
2011,D1,58.0,nueces , TX
2011,D1,32.0,montgomery , TX
2011,D1,14.0,midland , TX
2011,D1,21.0,lubbock , TX
2011,D1,10.0,liberty , TX
2011,D1,10.0,kerr , TX
2011,D1,12.0,johnson , TX
2011,D1,31.0,jefferson , TX
2011,D1,18.0,hidalgo , TX
2011,D1,136.0,travis , TX
2011,D1,11.0,victoria , TX
2011,D1,19.0,webb , TX
2011,D1,18.0,wichita , TX
2011,D1,11.0,henry , VA
2011,D1,26.0,henrico , VA
2011,D1,12.0,franklin , VA
2011,D1,12.0,fauquier , VA
2011,D1,34.0,fairfax , VA
2011,D1,10.0,dickenson , VA
2011,D1,24.0,hesterfield , VA
2011,D1,332.0,harris , TX
2011,D1,10.0,buchanan , VA
2011,D1,13.0,hittenden , VT
2011,D1,34.0,weber , UT
2011,D1,18.0,washington , UT
2011,D1,48.0,utah , UT
2011,D1,10.0,iron , UT
2011,D1,18.0,davis , UT
2011,D1,31.0,williamson , TX
2011,D1,12.0,rutland , VT
2011,D1,12.0,manche , OK
2011,D1,11.0,guadalupe , TX
2011,D1,17.0,grayson , TX
2011,D1,12.0,robertson , TN
2011,D1,19.0,roane , TN
2011,D1,13.0,putnam , TN
2011,D1,15.0,overton , TN
2011,D1,18.0,montgomery , TN
2011,D1,12.0,mcminn , TN
2011,D1,73.0,knox , TN
2011,D1,10.0,jefferson , TN
2011,D1,21.0,hawkins , TN
2011,D1,40.0,hamilton , TN
2011,D1,24.0,hamblen , TN
2011,D1,12.0,greene , TN
2011,D1,91.0,davidson , TN
2011,D1,10.0,mberland , TN
2011,D1,12.0,heatham , TN
2011,D1,17.0,rutherford , TN
2011,D1,13.0,sevier , TN
2011,D1,83.0,shelby , TN
2011,D1,19.0,sullivan , TN
2011,D1,42.0,galveston , TX
2011,D1,30.0,fort bend , TX
2011,D1,52.0,el paso , TX
2011,D1,16.0,ector , TX
2011,D1,59.0,denton , TX
2011,D1,194.0,dallas , TX
2011,D1,10.0,mal , TX
2011,D1,13.0,gregg , TX
2011,D1,44.0,llin , TX
2011,D1,36.0,brazoria , TX
2011,D1,227.0,bexar , TX
2011,D1,20.0,bell , TX
2011,D1,16.0,wilson , TN
2011,D1,16.0,williamson , TN
2011,D1,15.0,washington , TN
2011,D1,19.0,sumner , TN
2011,D1,19.0,brazos , TX
2011,D1,28.0,leveland , OK
2011,D1,113.0,salt lake , UT
2011,D1,17.0,anadian , OK
2011,D1,10.0,ayuga , NY
2011,D1,17.0,broome , NY
2011,D1,120.0,bronx , NY
2011,D1,10.0,albany , NY
2011,D1,22.0,valencia , NM
2011,D1,36.0,santa fe , NM
2011,D1,13.0,san miguel , NM
2011,D1,19.0,san juan , NM
2011,D1,25.0,sandoval , NM
2011,D1,27.0,rio arriba , NM
2011,D1,11.0,otero , NM
2011,D1,14.0,lea , NM
2011,D1,26.0,dona ana , NM
2011,D1,16.0,haves , NM
2011,D1,175.0,bernalillo , NM
2011,D1,11.0,hemung , NY
2011,D1,11.0,warren , NJ
2011,D1,11.0,linton , NY
2011,D1,93.0,erie , NY
2011,D1,10.0,ulster , NY
2011,D1,29.0,sullivan , NY
2011,D1,245.0,suffolk , NY
2011,D1,13.0,rockland , NY
2011,D1,70.0,richmond , NY
2011,D1,111.0,queens , NY
2011,D1,10.0,putnam , NY
2011,D1,10.0,oswego , NY
2011,D1,40.0,orange , NY
2011,D1,37.0,onondaga , NY
2011,D1,18.0,niagara , NY
2011,D1,98.0,new york , NY
2011,D1,133.0,nassau , NY
2011,D1,54.0,monroe , NY
2011,D1,169.0,kings , NY
2011,D1,33.0,dutchess , NY
2011,D1,28.0,union , NJ
2011,D1,12.0,sussex , NJ
2011,D1,23.0,somerset , NJ
2011,D1,10.0,heshire , NH
2011,D1,94.0,washoe , NV
2011,D1,379.0,lark , NV
2011,D1,12.0,sarpy , NE
2011,D1,12.0,lancaster , NE
2011,D1,46.0,douglas , NE
2011,D1,82.0,st. louis ci, MO
2011,D1,16.0,st. francois , MO
2011,D1,49.0,st. charles , MO
2011,D1,10.0,pulaski , MO
2011,D1,14.0,phelps , MO
2011,D1,43.0,jefferson , MO
2011,D1,15.0,jasper , MO
2011,D1,72.0,jackson , MO
2011,D1,15.0,arter , OK
2011,D1,56.0,hillsborough , NH
2011,D1,14.0,merrimack , NH
2011,D1,35.0,rockingham , NH
2011,D1,12.0,strafford , NH
2011,D1,15.0,salem , NJ
2011,D1,35.0,passaic , NJ
2011,D1,72.0,ocean , NJ
2011,D1,34.0,morris , NJ
2011,D1,79.0,monmouth , NJ
2011,D1,61.0,middlesex , NJ
2011,D1,32.0,mercer , NJ
2011,D1,69.0,westchester , NY
2011,D1,43.0,hudson , NJ
2011,D1,61.0,essex , NJ
2011,D1,13.0,mberland , NJ
2011,D1,14.0,ape may , NJ
2011,D1,118.0,amden , NJ
2011,D1,49.0,burlington , NJ
2011,D1,57.0,bergen , NJ
2011,D1,52.0,atlantic , NJ
2011,D1,52.0,gloucester , NJ
2011,D1,16.0,alamance , NC
2011,D1,133.0,st. louis , MO
2011,D1,22.0,buncombe , NC
2011,D1,17.0,lawrence , OH
2011,D1,43.0,lake , OH
2011,D1,25.0,jefferson , OH
2011,D1,10.0,hancock , OH
2011,D1,154.0,hamilton , OH
2011,D1,23.0,greene , OH
2011,D1,10.0,geauga , OH
2011,D1,206.0,franklin , OH
2011,D1,12.0,fairfield , OH
2011,D1,12.0,erie , OH
2011,D1,11.0,delaware , OH
2011,D1,211.0,ahoga , OH
2011,D1,18.0,lumbiana , OH
2011,D1,46.0,lermont , OH
2011,D1,34.0,lark , OH
2011,D1,22.0,licking , OH
2011,D1,25.0,lorain , OH
2011,D1,57.0,lucas , OH
2011,D1,47.0,mahoning , OH
2011,D1,13.0,wayne , OH
2011,D1,29.0,brunswick , NC
2011,D1,26.0,warren , OH
2011,D1,13.0,tuscarawas , OH
2011,D1,57.0,trumbull , OH
2011,D1,56.0,summit , OH
2011,D1,25.0,scioto , OH
2011,D1,80.0,butler , OH
2011,D1,12.0,sandusky , OH
